STATE/REGION,IMPORT_VAL,IMP_NAICS,IMP_NAICS_DESC,YEAR,IMP_LEVEL,GDP_CODE
FL,407099645,3222,CONVERTED PAPER PRODUCTS,2024,4,322
GA,781943884,3222,CONVERTED PAPER PRODUCTS,2024,4,322
HI,13894501,3222,CONVERTED PAPER PRODUCTS,2024,4,322
IA,62496549,3222,CONVERTED PAPER PRODUCTS,2024,4,322
ID,14097219,3222,CONVERTED PAPER PRODUCTS,2024,4,322
IL,1019845796,3222,CONVERTED PAPER PRODUCTS,2024,4,322
IN,203886170,3222,CONVERTED PAPER PRODUCTS,2024,4,322
KS,46625323,3222,CONVERTED PAPER PRODUCTS,2024,4,322
KY,193763081,3222,CONVERTED PAPER PRODUCTS,2024,4,322
LA,18646329,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MA,322121892,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MD,130895443,3222,CONVERTED PAPER PRODUCTS,2024,4,322
ME,49712454,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MI,254425764,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MN,262394152,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MO,298723652,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MS,52085049,3222,CONVERTED PAPER PRODUCTS,2024,4,322
MT,5163214,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NC,487297821,3222,CONVERTED PAPER PRODUCTS,2024,4,322
ND,10002070,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NE,31091182,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NH,46871062,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NJ,694578638,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NM,7734110,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NV,72729054,3222,CONVERTED PAPER PRODUCTS,2024,4,322
NY,1063528154,3222,CONVERTED PAPER PRODUCTS,2024,4,322
OH,895955699,3222,CONVERTED PAPER PRODUCTS,2024,4,322
OK,112759998,3222,CONVERTED PAPER PRODUCTS,2024,4,322
OR,57906487,3222,CONVERTED PAPER PRODUCTS,2024,4,322
PA,643443732,3222,CONVERTED PAPER PRODUCTS,2024,4,322
PR,96157584,3222,CONVERTED PAPER PRODUCTS,2024,4,322
RI,13904086,3222,CONVERTED PAPER PRODUCTS,2024,4,322
SC,308820436,3222,CONVERTED PAPER PRODUCTS,2024,4,322
SD,22830423,3222,CONVERTED PAPER PRODUCTS,2024,4,322
TN,206097119,3222,CONVERTED PAPER PRODUCTS,2024,4,322
TX,1159126612,3222,CONVERTED PAPER PRODUCTS,2024,4,322
UT,73236301,3222,CONVERTED PAPER PRODUCTS,2024,4,322
VA,305098804,3222,CONVERTED PAPER PRODUCTS,2024,4,322
VI,169471,3222,CONVERTED PAPER PRODUCTS,2024,4,322
VT,44072270,3222,CONVERTED PAPER PRODUCTS,2024,4,322
WA,243263431,3222,CONVERTED PAPER PRODUCTS,2024,4,322
WI,292916166,3222,CONVERTED PAPER PRODUCTS,2024,4,322
WV,24621548,3222,CONVERTED PAPER PRODUCTS,2024,4,322
WY,5161115,3222,CONVERTED PAPER PRODUCTS,2024,4,322
AK,1054347,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
AL,36934002,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
AR,13568518,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
AZ,28018475,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
CA,965711447,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
CO,19408815,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
CT,40912377,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
DC,13625323,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
DE,21995787,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
FL,237720554,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
GA,174123007,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
HI,7682416,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
IA,10573509,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
ID,3408056,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
IL,422193657,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
IN,336066705,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
KS,20057266,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
KY,151856395,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
LA,4958421,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MA,95184580,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MD,146753819,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
ME,5056386,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MI,124961824,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MN,145163352,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MO,116615657,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MS,33514032,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
MT,1572924,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NC,77999251,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
ND,1802801,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NE,9420550,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NH,5832265,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NJ,351034466,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NM,2849538,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NV,40171142,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
NY,715292590,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
OH,195674308,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
OK,117153390,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
OR,34554297,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
PA,159679269,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
PR,17055777,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
RI,5661959,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
SC,46338598,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
SD,1847410,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
TN,262476715,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
TX,581937787,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
UT,56403194,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
VA,126548222,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
VI,562652,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
VT,9959842,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
WA,119590879,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
WI,84256574,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
WV,5375892,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
WY,906147,323,"PRINTED MATTER AND RELATED PRODUCTS, NESOI",2024,3,323
AK,1054347,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
AL,36934002,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
AR,13568518,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
AZ,28018475,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
CA,965711447,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
CO,19408815,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
CT,40912377,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
DC,13625323,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
DE,21995787,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
FL,237720554,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
GA,174123007,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
HI,7682416,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
IA,10573509,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
ID,3408056,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
IL,422193657,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
IN,336066705,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
KS,20057266,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
KY,151856395,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
LA,4958421,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MA,95184580,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MD,146753819,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
ME,5056386,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MI,124961824,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MN,145163352,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MO,116615657,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MS,33514032,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
MT,1572924,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NC,77999251,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
ND,1802801,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NE,9420550,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NH,5832265,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NJ,351034466,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NM,2849538,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NV,40171142,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
NY,715292590,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
OH,195674308,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
OK,117153390,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
OR,34554297,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
PA,159679269,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
PR,17055777,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
RI,5661959,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
SC,46338598,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
SD,1847410,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
TN,262476715,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
TX,581937787,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
UT,56403194,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
VA,126548222,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
VI,562652,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
VT,9959842,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
WA,119590879,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
WI,84256574,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
WV,5375892,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
WY,906147,3231,"PRINTED MATTER AND RELATED PRODUCT, NESOI",2024,4,323
AK,1465347356,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
AL,65167141,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
AR,39496265,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
AZ,16586737,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
CA,6655119269,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
CO,30010360,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
CT,2503705105,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
DC,133627,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
DE,225404089,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
FL,2027413260,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
GA,365214497,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
HI,742322747,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
IA,32288345,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
ID,48497796,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
IL,287162291,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
IN,197097167,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
KS,25887546,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
KY,36252958,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
LA,4811322952,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MA,4419775989,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MD,138159887,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
ME,2765193551,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MI,337683669,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MN,46046652,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MO,32729602,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MS,820223875,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
MT,17965452,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NC,157533129,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
ND,124903354,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NE,6396068,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NH,502286922,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NJ,12894648444,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NM,4534600,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NV,36938373,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
NY,926963023,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
OH,147905350,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
OK,118782421,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
OR,624046044,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
PA,544354290,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
PR,2687201334,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
RI,2086206206,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
SC,360347169,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
SD,9397961,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
TN,54731899,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
TX,12297298778,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
UT,62091790,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
VA,233578349,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
VI,189907258,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
VT,383669659,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
WA,482265546,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
WI,278912264,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
WV,30486561,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
WY,79136238,324,PETROLEUM AND COAL PRODUCTS,2024,3,324
AK,1465347356,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
AL,65167141,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
AR,39496265,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
AZ,16586737,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
CA,6655119269,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
CO,30010360,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
CT,2503705105,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
DC,133627,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
DE,225404089,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
FL,2027413260,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
GA,365214497,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
HI,742322747,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
IA,32288345,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
ID,48497796,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
IL,287162291,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
IN,197097167,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
KS,25887546,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
KY,36252958,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
LA,4811322952,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MA,4419775989,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MD,138159887,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
ME,2765193551,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MI,337683669,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MN,46046652,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MO,32729602,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MS,820223875,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
MT,17965452,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NC,157533129,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
ND,124903354,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NE,6396068,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NH,502286922,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NJ,12894648444,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NM,4534600,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NV,36938373,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
NY,926963023,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
OH,147905350,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
OK,118782421,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
OR,624046044,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
PA,544354290,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
PR,2687201334,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
RI,2086206206,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
SC,360347169,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
SD,9397961,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
TN,54731899,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
TX,12297298778,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
UT,62091790,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
VA,233578349,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
VI,189907258,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
VT,383669659,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
WA,482265546,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
WI,278912264,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
WV,30486561,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
WY,79136238,3241,PETROLEUM AND COAL PRODUCTS,2024,4,324
AK,52202083,325,CHEMICALS,2024,3,325
AL,1594070178,325,CHEMICALS,2024,3,325
AR,461916591,325,CHEMICALS,2024,3,325
AZ,1136395156,325,CHEMICALS,2024,3,325
CA,16431954760,325,CHEMICALS,2024,3,325
CO,518930305,325,CHEMICALS,2024,3,325
CT,1176846075,325,CHEMICALS,2024,3,325
DC,390793710,325,CHEMICALS,2024,3,325
DE,1899852900,325,CHEMICALS,2024,3,325
FL,7565959570,325,CHEMICALS,2024,3,325
GA,14043384329,325,CHEMICALS,2024,3,325
HI,18251821,325,CHEMICALS,2024,3,325
IA,1690479708,325,CHEMICALS,2024,3,325
ID,368167216,325,CHEMICALS,2024,3,325
IL,26027051847,325,CHEMICALS,2024,3,325
IN,49186273012,325,CHEMICALS,2024,3,325
KS,808954804,325,CHEMICALS,2024,3,325
KY,35624596395,325,CHEMICALS,2024,3,325
LA,4939848155,325,CHEMICALS,2024,3,325
MA,3497400126,325,CHEMICALS,2024,3,325
MD,2184403847,325,CHEMICALS,2024,3,325
ME,222112514,325,CHEMICALS,2024,3,325
MI,5426740713,325,CHEMICALS,2024,3,325
MN,1980848063,325,CHEMICALS,2024,3,325
MO,3255462435,325,CHEMICALS,2024,3,325
MS,1338921529,325,CHEMICALS,2024,3,325
MT,199742872,325,CHEMICALS,2024,3,325
NC,28349672251,325,CHEMICALS,2024,3,325
ND,391024340,325,CHEMICALS,2024,3,325
NE,1350061056,325,CHEMICALS,2024,3,325
NH,228313054,325,CHEMICALS,2024,3,325
NJ,23536117560,325,CHEMICALS,2024,3,325
NM,512369820,325,CHEMICALS,2024,3,325
NV,2024740512,325,CHEMICALS,2024,3,325
NY,10420230636,325,CHEMICALS,2024,3,325
OH,11933482765,325,CHEMICALS,2024,3,325
OK,256696550,325,CHEMICALS,2024,3,325
OR,1650705542,325,CHEMICALS,2024,3,325
PA,40882504887,325,CHEMICALS,2024,3,325
PR,14144649464,325,CHEMICALS,2024,3,325
RI,220358091,325,CHEMICALS,2024,3,325
SC,7912059302,325,CHEMICALS,2024,3,325
SD,109695678,325,CHEMICALS,2024,3,325
TN,33519844667,325,CHEMICALS,2024,3,325
TX,18266298233,325,CHEMICALS,2024,3,325
UT,628891192,325,CHEMICALS,2024,3,325
VA,3948022863,325,CHEMICALS,2024,3,325
VI,612657,325,CHEMICALS,2024,3,325
VT,57816462,325,CHEMICALS,2024,3,325
WA,2780463676,325,CHEMICALS,2024,3,325
WI,6201281774,325,CHEMICALS,2024,3,325
WV,483353328,325,CHEMICALS,2024,3,325
WY,170901892,325,CHEMICALS,2024,3,325
AK,24078063,3251,BASIC CHEMICALS,2024,4,325
AL,810715586,3251,BASIC CHEMICALS,2024,4,325
AR,125519121,3251,BASIC CHEMICALS,2024,4,325
AZ,393596368,3251,BASIC CHEMICALS,2024,4,325
CA,3093234392,3251,BASIC CHEMICALS,2024,4,325
CO,245919439,3251,BASIC CHEMICALS,2024,4,325
CT,361600329,3251,BASIC CHEMICALS,2024,4,325
DC,327415177,3251,BASIC CHEMICALS,2024,4,325
DE,393628753,3251,BASIC CHEMICALS,2024,4,325
FL,1305404234,3251,BASIC CHEMICALS,2024,4,325
GA,2561642063,3251,BASIC CHEMICALS,2024,4,325
HI,4884505,3251,BASIC CHEMICALS,2024,4,325
IA,653707662,3251,BASIC CHEMICALS,2024,4,325
ID,38113666,3251,BASIC CHEMICALS,2024,4,325
IL,4472161996,3251,BASIC CHEMICALS,2024,4,325
IN,2980272151,3251,BASIC CHEMICALS,2024,4,325
KS,203287042,3251,BASIC CHEMICALS,2024,4,325
KY,579427277,3251,BASIC CHEMICALS,2024,4,325
LA,1698584246,3251,BASIC CHEMICALS,2024,4,325
MA,1026961894,3251,BASIC CHEMICALS,2024,4,325
MD,698337125,3251,BASIC CHEMICALS,2024,4,325
ME,99056048,3251,BASIC CHEMICALS,2024,4,325
MI,926186214,3251,BASIC CHEMICALS,2024,4,325
MN,375482698,3251,BASIC CHEMICALS,2024,4,325
MO,1426986452,3251,BASIC CHEMICALS,2024,4,325
MS,310249559,3251,BASIC CHEMICALS,2024,4,325
MT,50331261,3251,BASIC CHEMICALS,2024,4,325
NC,3498083133,3251,BASIC CHEMICALS,2024,4,325
ND,74607613,3251,BASIC CHEMICALS,2024,4,325
NE,765342386,3251,BASIC CHEMICALS,2024,4,325
NH,42319453,3251,BASIC CHEMICALS,2024,4,325
NJ,4836739556,3251,BASIC CHEMICALS,2024,4,325
NM,430996097,3251,BASIC CHEMICALS,2024,4,325
NV,97456110,3251,BASIC CHEMICALS,2024,4,325
NY,1835293303,3251,BASIC CHEMICALS,2024,4,325
OH,2090097808,3251,BASIC CHEMICALS,2024,4,325
OK,121425686,3251,BASIC CHEMICALS,2024,4,325
OR,332508730,3251,BASIC CHEMICALS,2024,4,325
PA,1617717355,3251,BASIC CHEMICALS,2024,4,325
PR,872449313,3251,BASIC CHEMICALS,2024,4,325
RI,116772986,3251,BASIC CHEMICALS,2024,4,325
SC,5043895651,3251,BASIC CHEMICALS,2024,4,325
SD,8316894,3251,BASIC CHEMICALS,2024,4,325
TN,989939224,3251,BASIC CHEMICALS,2024,4,325
TX,7686351060,3251,BASIC CHEMICALS,2024,4,325
UT,293229835,3251,BASIC CHEMICALS,2024,4,325
VA,644522251,3251,BASIC CHEMICALS,2024,4,325
VI,18360,3251,BASIC CHEMICALS,2024,4,325
VT,12598684,3251,BASIC CHEMICALS,2024,4,325
WA,1449695983,3251,BASIC CHEMICALS,2024,4,325
WI,565921441,3251,BASIC CHEMICALS,2024,4,325
WV,311567556,3251,BASIC CHEMICALS,2024,4,325
WY,97550942,3251,BASIC CHEMICALS,2024,4,325
AK,5697576,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
AL,378146022,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
AR,38324546,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
AZ,99215712,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
CA,1452828198,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
CO,91123569,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
CT,94739134,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
DC,1541168,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
DE,191251346,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
FL,253910118,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
GA,1781704880,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
HI,1436837,3252,"RESIN, SYNTHETIC RUBBER, & ARTIFICIAL & SYNTHETIC FIBERS & FILIMENT",2024,4,325
